NOMBRE,REGION,PROVINCIA,CODIGO,INSTITUCION,DISTRITO,DIRECCIÓN,latitude,longitude
HOSPITAL DISTRITAL DE EL PORVENIR SANTA ISABEL,LA LIBERTAD,TRUJILLO,5209,GOB REGIONAL,EL PORVENIR,OTROS GABRIEL AGUILAR N 1605 DISTRITO EL PORVENIR PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD  TRUJILLO LA LIBERTAD,-8.083275200000001,-78.9967017
HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,3853,GOB REGIONAL,HUANCAVELICA,AV. ANDRES AVELINO CACERES SN YANANACO HUANCAVELICA HUANCAVELICA,-12.787445199999999,-74.98067019999998
"INSTITUTO NACIONAL DE SALUD MENTAL ""HONORIO DELGADO - HIDEYO NOGUCHI""",LIMA,LIMA,7733,MINSA,SAN MARTIN DE PORRES,JR. ELOY ESPINOZA SALDAA 709 - URB. PALAO LIMA LIMA,-12.0205996,-77.05624019999998
HOSPITAL DE APOYO II - 1 NUESTRA SEÑORA DE LAS MERCEDES - PAITA,PIURA,PAITA,2021,GOB REGIONAL,PAITA,LOS PESCADORES SN LA PUNTA PAITA PIURA,-5.090691899999999,-81.0904127
HOSPITAL DE APOYO PICHANAKI,JUNIN,CHANCHAMAYO,340,GOB REGIONAL,PICHANAQUI,AVENIDA AV. SAN MARTIN SN PICHANAKI SN AV. SAN MARTIN SN PICHANAKI PICHANAQUI CHANCHAMAYO JUNIN  CHANCHAMAYO JUNIN,-10.9262966,-74.87283470000001
HOSPITAL REGIONAL VIRGEN DE FATIMA,AMAZONAS,CHACHAPOYAS,4838,GOB REGIONAL,CHACHAPOYAS,JIRON TRIUNFO N 035 CHACHAPOYAS AMAZONAS,-6.234800799999999,-77.8727184
SANTA MARIA DE NIEVA,AMAZONAS,CONDORCANQUI,5145,GOB REGIONAL,NIEVA,CALLE PRINCIPAL SN - URBANIZACIÓN JUAN VELAZCO  -  CIUDAD SANTA MARIA DE NIEVA CONDORCANQUI AMAZONAS,-4.6010065,-77.8610254
ONCOGYN CLINICA INTEGRAL,LIMA,LIMA,9089,PRIVADO,JESUS MARIA,AV. SAN FELIPE 1015 - 1017 LIMA LIMA,-12.0817789,-77.04735
HOSPITAL DE SUPE LAURA ESTHER RODRIGUEZ DULANTO,LIMA,BARRANCA,7636,GOB REGIONAL,SUPE,JIRÓN  ALFONSO UGARTE N 350 DISTRITO SUPE PROVINCIA BARRANCA DEPARTAMENTO LIMA BARRANCA LIMA,-10.7517663,-77.758433
INSTITUTO REGIONAL DE ENFERMEDADES NEOPLASICAS,AREQUIPA,AREQUIPA,7397,GOB REGIONAL,AREQUIPA,AV. LA SALUD SN CERCADO AREQUIPA AREQUIPA,-16.3918146,-71.5430599
GRAL. JAEN,CAJAMARCA,JAEN,4210,GOB REGIONAL,JAEN,AVENIDA AV. PAKAMAUROS SN SN AV. PAKAMAUROS SN JAEN JAEN CAJAMARCA  JAEN CAJAMARCA,-5.7279233,-78.7959125
HOSPITAL PROVINCIAL DE ACOBAMBA,HUANCAVELICA,ACOBAMBA,3917,GOB REGIONAL,ACOBAMBA,AVENIDA AV. MANCO CAPAC N° 705 AV. MANCO CAPAC N° 705 ACOBAMBA ACOBAMBA HUANCAVELICA  ACOBAMBA HUANCAVELICA,-12.844586300000001,-74.5690892
HOSPITAL CHINCHEROS,APURIMAC,CHINCHEROS,4140,GOB REGIONAL,CHINCHEROS,AV. FERNANDO B. TERRY SN CHINCHEROS APURIMAC,-13.516662799999999,-73.72110889999998
HOSPITAL DE LIRCAY,HUANCAVELICA,ANGARAES,3943,GOB REGIONAL,LIRCAY,AVENIDA ESMERALDA SN BELLAVISTA - LIRCAY SN AV. ESMERALDA SN BELLAVISTA - LIRCAY LIRCAY ANGARAES HUANCAVELICA  ANGARAES HUANCAVELICA,-12.9965739,-74.72363359999999
HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN,AMAZONAS,BAGUA,5044,GOB REGIONAL,BAGUA,AVENIDA AVENIDA HEROES DEL CENEPA N° 980 - BAGUA CAPITAL AVENIDA HEROES DEL CENEPA N° 980 - BAGUA CAPITAL BAGUA BAGUA AMAZONAS  BAGUA AMAZONAS,-5.6397724999999985,-78.53072009999998
RICARDO CRUZADO RIVAROLA DE NASCA,ICA,NAZCA,3443,GOB REGIONAL,NAZCA,CALLE CALLE CALLAO SN 5TA. CUADRA SN CALLE CALLAO SN 5TA. CUADRA NAZCA NAZCA ICA  NAZCA ICA,-14.826857999999998,-74.9404228
HOSPITAL REGIONAL LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,11470,GOB REGIONAL,CHICLAYO,VIA DE EVITAMIENTO PANAMERICANA NORTE Y AV. EL PROGRESO SN (PROVINCIA CHICLAYO) CHICLAYO LAMBAYEQUE,-7.8404507,-79.1510661
CARLOS SHOWING FERRARI,HUANUCO,HUANUCO,756,GOB REGIONAL,AMARILIS,AVENIDA AV. MICAELA BASTIDAS SN PAUCARBAMBA SN AV. MICAELA BASTIDAS SN PAUCARBAMBA AMARILIS HUANUCO HUANUCO  HUANUCO HUANUCO,-9.9431731,-76.2419877
"HOSPITAL ""VICTOR RAMOS GUARDIA"" - HUARAZ",ANCASH,HUARAZ,1543,GOB REGIONAL,HUARAZ,AV. LUZURIAGA SN CUADRA 12 HUARAZ ANCASH,-9.528728,-77.5290584
IRO,LA LIBERTAD,TRUJILLO,5197,GOB REGIONAL,TRUJILLO,OTROS MZ P LOTE 7-A SECTOR NATASHA ALTA DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD  TRUJILLO LA LIBERTAD,-8.1131823,-79.0486157
HOSPITAL APLAO,AREQUIPA,CASTILLA,1382,GOB REGIONAL,APLAO,AVENIDA AVENIDA 21 DE MARZO SN NÚMERO SN DISTRITO APLAO PROVINCIA CASTILLA DEPARTAMENTO AREQUIPA  CASTILLA AREQUIPA,-16.0766864,-72.48745250000002
HOSPITAL DE BARRANCA,LIMA,BARRANCA,7635,GOB REGIONAL,BARRANCA,AV. NICOLAS DE PIEROLA 210 -224 BARRANCA LIMA,-10.7542808,-77.76418389999998
CENTRO DE SALUD CHAVIN,ANCASH,HUARI,1824,GOB REGIONAL,CHAVIN DE HUANTAR,AVENIDA JULIO C.TELLO SN NÚMERO SN DISTRITO CHAVIN DE HUANTAR PROVINCIA HUARI DEPARTAMENTO ANCASH  HUARI ANCASH,-9.5936721,-77.17733840000001
SANTO TOMAS,CUSCO,CHUMBIVILCAS,2398,GOB REGIONAL,SANTO TOMAS,AVENIDA AVENIDA PERU SN SANTO TOMAS  CHUMBIVILCAS  CUSCO SN AVENIDA PERU SN SANTO TOMAS  CHUMBIVILCAS  CUSCO SANTO TOMAS CHUMBIVILCAS CUSCO  CHUMBIVILCAS CUSCO,-14.455871900000002,-72.08163540000001
HOSPITAL SAN JUAN BAUTISTA HUARAL,LIMA,HUARAL,7637,GOB REGIONAL,HUARAL,CALLE CALLE TACNA N 120 URB. SAN JUAN I DISTRITO HUARAL PROVINCIA HUARAL DEPARTAMENTO LIMA  HUARAL LIMA,-11.5031049,-77.21321139999998
SAN JUAN DE DIOS,ICA,PISCO,3472,GOB REGIONAL,PISCO,OTROS ALTO LA LUNA SN COSTADO DEL MINISTERIO DE AGRICULTURA NÚMERO SN DISTRITO PISCO PROVINCIA PISCO DEPARTAMENTO ICA  PISCO ICA,-12.085823,-77.00780300000001
HOSPITAL PROVINCIAL DE VIRU,LA LIBERTAD,VIRU,5251,GOB REGIONAL,VIRU,CALLE SUCRE N 799 VIRU LA LIBERTAD,-8.4152088,-78.75015390000002
QUILLABAMBA,CUSCO,LA CONVENCION,2421,GOB REGIONAL,SANTA ANA,AVENIDA AVENIDA GENERAL GAMARRA SN SANTA ANA LA CONVENCION SN AVENIDA GENERAL GAMARRA SN SANTA ANA LA CONVENCION SANTA ANA LA CONVENCION CUSCO  LA CONVENCION CUSCO,-12.8641556,-72.69079980000001
HOSPITAL PROVINCIAL DE TAYABAMBA,LA LIBERTAD,PATAZ,5375,GOB REGIONAL,TAYABAMBA,AVENIDA AV. DOS DE MAYO SN NÚMERO SN DISTRITO TAYABAMBA PROVINCIA PATAZ DEPARTAMENTO LA LIBERTAD  PATAZ LA LIBERTAD,-8.2769363,-77.30085059999998
HOSPITAL DE APOYO HUARMEY,ANCASH,HUARMEY,1741,GOB REGIONAL,HUARMEY,PANAMERICANA SN HUARMEY ANCASH,-10.0688152,-78.1562881
BAMBAMARCA - TITO VILLAR CABEZAS,CAJAMARCA,HUALGAYOC,4782,GOB REGIONAL,BAMBAMARCA,JR. RICARDO PALMA HUALGAYOC CAJAMARCA,-6.6713021999999995,-78.52876119999998
HOSPITAL DE APOYO HUARI,ANCASH,HUARI,1813,GOB REGIONAL,HUARI,AVENIDA CIRCUNVALACION BAJA SN HUARI NÚMERO SN DISTRITO HUARI PROVINCIA HUARI DEPARTAMENTO ANCASH  HUARI ANCASH,-9.347077,-77.170608
HOSPITAL ILO,MOQUEGUA,ILO,2818,GOB REGIONAL,ILO,AVENIDA AVENIDA N 01 LOTE 01 MZ. C AREA 4 (A-4) PAMPA INALAMBRICA DISTRITO ILO PROVINCIA ILO DEPARTAMENTO MOQUEGUA  ILO MOQUEGUA,-17.6534749,-71.3372775
HOSPITAL LA CALETA,ANCASH,SANTA,1652,GOB REGIONAL,CHIMBOTE,AV. MALECON GRAU SN URB. LA CALETA SANTA ANCASH,-9.0773008,-78.5949468
HOSPITAL SANTA GEMA DE  YURIMAGUAS,LORETO,ALTO AMAZONAS,210,GOB REGIONAL,YURIMAGUAS,JIRÓN JR. PROGRESO 305 - 307 DISTRITO YURIMAGUAS PROVINCIA ALTO AMAZONAS DEPARTAMENTO LORETO  ALTO AMAZONAS LORETO,-5.8881513,-76.1134804
APOYO SIVIA,AYACUCHO,HUANTA,3770,GOB REGIONAL,SIVIA,PLAZA PRINCIPAL MZ.T LTE.6 HUANTA AYACUCHO,-12.5083493,-73.8625844
HOSPITAL VITARTE,LIMA,LIMA,5945,MINSA,ATE,AVENIDA NICOLAS AYLLON 5880-CARRETERA CENTRAL DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.056635400000001,-76.9689648
INSTITUTO REGIONAL DE ENFERMEDADES NEOPLÁSICAS DEL CENTRO - IREN CENTRO,JUNIN,CONCEPCION,27857,GOB REGIONAL,,INSTITUTO REGIONAL DE ENFERMEDADES NEOPLÁSICAS DEL CENTRO - IREN CENTRO CONCEPCION JUNIN,-11.9050665,-75.3255202
INSTITUTO NACIONAL MATERNO PERINATAL,LIMA,LIMA,6208,MINSA,LIMA,JIRÓN JR. ANTONIO MIROQUESADA N 941 JR. ANTONIO MIROQUESADA N 941 LIMA LIMA LIMA  LIMA LIMA,-12.0527686,-77.02216379999999
HOSPITAL I ALBRECHT,LA LIBERTAD,TRUJILLO,8685,ESSALUD,TRUJILLO,AV JESUS DE NAZARETH SN RESIDENCIAL ALBRECHT TRUJILLO LA LIBERTAD,-8.1100616,-79.0338951
"HOSPITAL PNP ""AUGUSTO B. LEGUIA""",LIMA,LIMA,16094,FFAA Y PNP,RIMAC,PSJE SAN GERMAN SN CUADRA 2 - URB VILLACAMPA LIMA LIMA,-12.0705174,-77.010876
HOSPITAL DE EMERGENCIAS PEDIATRICAS,LIMA,LIMA,6212,MINSA,LA VICTORIA,AVENIDA AV GRAU 854 - PROLONG JR HUAMANGA 147 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0584282,-77.0215752
HOSPITAL DE EMERGENCIAS JOSE CASIMIRO ULLOA,LIMA,LIMA,6213,MINSA,MIRAFLORES,AVENIDA AV. ROOSVELT N° 6355 (EX AV. REPUBLICA DE PANAMA) AV. ROOSVELT N° 6355 (EX AV. REPUBLICA DE PANAMA) MIRAFLORES LIMA LIMA  LIMA LIMA,-12.137096099999999,-77.0177714
HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA JAMO II-2,TUMBES,TUMBES,17077,GOB REGIONAL,TUMBES,AV. PROL. FERNANDO BELAUNDE NRO. SN A.H. CIUDADELA NOE III ETAPA TUMBES TUMBES TUMBES,-3.5615175000000003,-80.42633400000003
HOSPITAL DE APOYO YUNGAY,ANCASH,YUNGAY,1633,GOB REGIONAL,YUNGAY,AVENIDA AV. REPUBLICA DE CUBA SN - YUNGAY NÚMERO SN DISTRITO YUNGAY PROVINCIA YUNGAY DEPARTAMENTO ANCASH  YUNGAY ANCASH,-9.1401635,-77.7446032
DE APOYO JUNIN,JUNIN,JUNIN,519,GOB REGIONAL,JUNIN,JR.SAENZ PEA N 650 JUNIN JUNIN,-11.1581347,-75.9981233
HOSPITAL REZOLA,LIMA,CAÑETE,5986,GOB REGIONAL,SAN VICENTE DE CAÑETE,CALLE SAN MARTIN N 120 -124  SAN VICENTE CAETE LIMA,-13.076281100000001,-76.38552320000001
HOSPITAL TARAPOTO,SAN MARTIN,SAN MARTIN,6918,GOB REGIONAL,TARAPOTO,ESQUINAS JR. PAJATEN Y BOLIVAR SN NÚMERO SN DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN  SAN MARTIN SAN MARTIN,-6.4735739,-76.3713254
CLINICA SANTIVAÑEZ,PIURA,PIURA,14092,PRIVADO,PIURA,CALLE CALLE LOS TAMARINDOS 143 URB. 4 DE ENERO DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA  PIURA PIURA,-5.196331900000001,-80.63176639999998
"HOSPITAL II-1 ""DR. JOSE PEÑA PORTUGUEZ "" - TOCACHE",SAN MARTIN,TOCACHE,6580,GOB REGIONAL,TOCACHE,JR. JORGE CHAVEZ SN C07 TOCACHE SAN MARTIN,-8.183319000000001,-76.510612
HOSPITAL II-I  CONTAMANA,LORETO,UCAYALI,162,GOB REGIONAL,CONTAMANA,JR. BUENA VENTURA MARQUEZ N° 504 UCAYALI LORETO,-7.348156700000001,-75.006916
HOSPITAL GENERAL DE HUACHO,LIMA,HUAURA,7639,GOB REGIONAL,HUACHO,AVENIDA JOSE ARAMBULO LA ROSA N 221-251-271 HUAURA LIMA,-11.115751800000002,-77.60636720000002
REGIONAL DOCENTE DE TRUJILLO,LA LIBERTAD,TRUJILLO,5196,GOB REGIONAL,TRUJILLO,AVENIDA AV. MANSICHE SN NÚMERO SN DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD  TRUJILLO LA LIBERTAD,-8.105326500000002,-79.0306032
HOSPITAL SAN JUAN DE MATUCANA,LIMA,HUAROCHIRI,5850,GOB REGIONAL,MATUCANA,AVENIDA AV FLORIDA SN -COSTADO DE LA UGEL NÚMERO SN DISTRITO MATUCANA PROVINCIA HUAROCHIRI DEPARTAMENTO LIMA  HUAROCHIRI LIMA,-12.11215,-77.028769
"HOSPITAL DE CHANCAY Y SBS ""Dr. HIDALGO ATOCHE LÓPEZ""",LIMA,HUARAL,7638,GOB REGIONAL,CHANCAY,JIRÓN JR. . SUCRE SN NÚMERO SN DISTRITO CHANCAY PROVINCIA HUARAL DEPARTAMENTO LIMA  HUARAL LIMA,-11.5606689,-77.2709562
HOSPITAL REGIONAL PNP AREQUIPA,AREQUIPA,AREQUIPA,11794,FFAA Y PNP,CAYMA,AVENIDA BOLOGNESI N° 602 URBANIZACION LA MARINA AREQUIPA AREQUIPA,-16.3503682,-71.54204
INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA,LIMA,6210,MINSA,SURQUILLO,AV. ANGAMOS ESTE 2520 URB. CALERA DE LA MERCED LIMA LIMA,-12.1124415,-76.9982768
HOSPITAL DE APOYO CARHUAZ,ANCASH,CARHUAZ,1516,GOB REGIONAL,CARHUAZ,JR. UNION SN CARHUAZ CARHUAZ ANCASH,-9.2835636,-77.6430013
HOSPITAL GERIATRICO PNP SAN JOSE,LIMA,LIMA,14718,FFAA Y PNP,SAN MIGUEL,JR RAMON CASTILLA 590 LIMA LIMA,-12.1763972,-76.9513228
HOSPITAL DE APOYO CASMA,ANCASH,CASMA,1719,GOB REGIONAL,CASMA,AV. GARCILAZO DE LA VEGA N 659 CASMA ANCASH,-9.4740224,-78.30554240000001
HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON,PUNO,PUNO,3251,GOB REGIONAL,PUNO,JIRON RICARDO PALMA N 120 PUNO PUNO,-15.842317199999998,-70.0226727
CLINICA SAN PEDRO,LIMA,HUAURA,10883,PRIVADO,HUACHO,AVENIDA AVENIDA ECHENIQUE N 641 - HUACHO AVENIDA ECHENIQUE N 641 - HUACHO HUACHO HUAURA LIMA  HUAURA LIMA,-11.1114966,-77.60995740000001
HOSPITAL I CHEPEN ESSALUD,LA LIBERTAD,CHEPEN,9954,ESSALUD,CHEPEN,AVENIDA AV. LAS PALMERAS SN - URB HUANCHACO NÚMERO SN DISTRITO CHEPEN PROVINCIA CHEPEN DEPARTAMENTO LA LIBERTAD  CHEPEN LA LIBERTAD,-7.222153400000002,-79.4354616
CLINICA CARRION,CALLAO,CALLAO,9917,PRIVADO,VENTANILLA,AV. PEDRO BELTRAN 175 URB. SATELITE VENTANILLA CALLAO CALLAO,-11.8733535,-77.12574609999999
DE APOYO FELIX MAYORCA SOTO,JUNIN,TARMA,520,GOB REGIONAL,TARMA,AV.PACHECO N 362 TARMA JUNIN,-11.4250735,-75.692987
NIEVERIA DEL PARAISO,LIMA,LIMA,5902,MINSA,LURIGANCHO,EX FUNDO AGRICOLA NIEVERIA LOTE 62-B LT.1 DISTRITO LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA LIMA LIMA,-11.9886668,-76.91498279999998
HOSPITAL CARLOS LANFRANCO LA HOZ,LIMA,LIMA,7632,MINSA,PUENTE PIEDRA,AV. SAENZ PEA - CUADRA 6 SN LIMA LIMA,-11.8628121,-77.0793757
HOSPITAL CENTRAL DE MAJES ING. ANGEL GABRIEL CHURA GALLEGOS,AREQUIPA,CAYLLOMA,16721,GOB REGIONAL,MAJES,ASENTAMIENTO B-1 LOTE 1 IRRIGACIÓN MAJES CAYLLOMA AREQUIPA,-16.3210564,-72.2221835
FLORENCIA DE MORA,LA LIBERTAD,TRUJILLO,9278,ESSALUD,FLORENCIA DE MORA,AVENIDA NUEVE DE OCTUBRE SN TRUJILLO LA LIBERTAD,-8.099439199999999,-79.02530089999998
CLINICA LIMATAMBO,LIMA,LIMA,9437,PRIVADO,SAN ISIDRO,AVENIDA AV. REPUBLICA DE PANAMA 3606 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.1006305,-77.01948270000001
SICUANI,CUSCO,CANCHIS,2378,GOB REGIONAL,SICUANI,AVENIDA AV. MANUEL CALLO ZEBALOS SN SN AV. MANUEL CALLO ZEBALOS SN SICUANI CANCHIS CUSCO  CANCHIS CUSCO,-14.265190900000002,-71.2281146
HOSPITAL DE APOYO CARAZ,ANCASH,HUAYLAS,1587,GOB REGIONAL,CARAZ,AVENIDA AV. 9 DE OCTUBRE SN - CARAZ NÚMERO SN DISTRITO CARAZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH  HUAYLAS ANCASH,-9.04835,-77.8040025
BANDA SHILCAYO,SAN MARTIN,SAN MARTIN,6359,GOB REGIONAL,LA BANDA DE SHILCAYO,JIRÓN JR PAJATEN N° 319 DISTRITO LA BANDA DE SHILCAYO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN SAN MARTIN SAN MARTIN,-6.4938638000000015,-76.348807
MARIA REICHE NEUMAN,ICA,NAZCA,13911,ESSALUD,MARCONA,AV.CIRCUNVALACION SN ZONA P DISTRITO MARCONA PROVINCIA NAZCA DEPARTAMENTO ICA NAZCA ICA,-15.361754999999999,-75.166167
VIRGEN GUADALUPE CUSCO,CUSCO,CUSCO,24584,PRIVADO,,VIRGEN GUADALUPE CUSCO CUSCO CUSCO,-13.528881599999998,-71.9411018
HOSPITAL DE APOYO DEPARTAMENTAL CUSCO,CUSCO,CUSCO,2289,GOB REGIONAL,CUSCO,AVENIDA LA CULTURA SN SN AV. LA CULTURA SN CUSCO CUSCO CUSCO  CUSCO CUSCO,-13.527826699999999,-71.94204289999998
HOSPITAL REGIONAL DOCENTE DE MEDICINA TROPICAL DR. JULIO CESAR DEMARINI CARO,JUNIN,CHANCHAMAYO,308,GOB REGIONAL,CHANCHAMAYO,AV. DANIEL A. CARRION SN AAVV PAMPA DEL CARMEN CHANCHAMAYO JUNIN,-11.0729616,-75.3378401
HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA,LIMA,7633,MINSA,SAN MARTIN DE PORRES,AVENIDA AV. HONORIO DELGADO 262 URB. INGENIERIA AV. HONORIO DELGADO 262 URB. INGENIERIA SAN MARTIN DE PORRES LIMA LIMA  LIMA LIMA,-12.022497999999999,-77.0553495
HOSPITAL AMAZONICO - YARINACOCHA,UCAYALI,CORONEL PORTILLO,5577,GOB REGIONAL,YARINACOCHA,JIRÓN JIRON AGUAYTIA N 605 DISTRITO YARINACOCHA PROVINCIA CORONEL PORTILLO DEPARTAMENTO UCAYALI  CORONEL PORTILLO UCAYALI,-8.355968100000002,-74.57310260000001
SAN JUAN DE DIOS (AYAVIRI),PUNO,MELGAR,3156,GOB REGIONAL,AYAVIRI,JR. ARICA N 310 MELGAR PUNO,-14.874528699999999,-70.59519949999998
CLINICA PAULISTA DEL PERU S.A.C (CLINICA PAULISTA DEL PERU),LIMA,LIMA,12572,PRIVADO,SANTIAGO DE SURCO,AV. AVIACION NRO. 4786   - SANTIAGO DE SURCO LIMA LIMA,-12.123716900000002,-76.9992829
HOSPITAL SAN JUAN DE LURIGANCHO,LIMA,LIMA,5617,MINSA,SAN JUAN DE LURIGANCHO,ENTRE PARADERO 10 Y 11 DE AV. CANTO GRANDE (HUASCAR) LIMA LIMA,-11.9683664,-77.0042145
CORNEJO,CUSCO,CUSCO,10023,PRIVADO,WANCHAQ,AVENIDA CUSCO 211 SAN SEBASTIAN CUSCO CUSCO,-13.528692199999998,-71.9398585
CENTRO MEDICO ESPECIALIZADO SANTA ENA S.A. (SANTA ENA),LIMA,LIMA,8164,PRIVADO,PUEBLO LIBRE,JR JOSE LIZIER N 152 LIMA LIMA,-12.074818400000002,-77.0744897
CLINICA G'STAR,CALLAO,CALLAO,18670,PRIVADO,BELLAVISTA,CALLE CALLE AMANCAES 240 URB. JARDINES DE VIRU DISTRITO BELLAVISTA PROVINCIA CALLAO DEPARTAMENTO CALLAO  CALLAO CALLAO,-12.061297900000001,-77.098683
HOSPITAL I JUANJUI - ESSALUD,SAN MARTIN,MARISCAL CACERES,16481,ESSALUD,JUANJUI,JR. LA LIBERTAD CDRA. 2 SN (JUANJUI) (CRUCE CON JR LA MERCED - BARRIO LA MERCED) MARISCAL CACERES SAN MARTIN,-7.1765381999999995,-76.72839239999998
DR. VICTOR PAREDES,CUSCO,CUSCO,10014,PRIVADO,CUSCO,CALLE LECHUGAL N 405 Y CALLE MATARA N 410 CUSCO CUSCO,-13.522116800000001,-71.97831529999998
REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN,JUNIN,HUANCAYO,6615,GOB REGIONAL,HUANCAYO,JR. PUNO N 951 HUANCAYO JUNIN,-12.0619436,-75.1999345
VICTOR LAZARTE ECHEGARAY,LA LIBERTAD,TRUJILLO,9042,ESSALUD,TRUJILLO,PROLONGACION UNION 1350 TRUJILLO LA LIBERTAD,-8.099382199999999,-79.0122686
CAP III ALFREDO PIAZZA ROBERTS,LIMA,LIMA,17695,ESSALUD,LINCE,CALLE CALLE LAS LILAS 223 SAN EUGENIO -LINCE CALLE LAS LILAS 223 SAN EUGENIO -LINCE LINCE LIMA LIMA  LIMA LIMA,-12.0863632,-77.02761509999998
HOSPITAL DE REHABILITACION DEL CALLAO,CALLAO,CALLAO,17883,GOB REGIONAL,BELLAVISTA,JR. ANDRES VIGIL N° 535 CALLAO CALLAO,-12.063205400000001,-77.13323620000001
CLINICA DE LOS VASQUEZ S.A.C,ICA,CHINCHA,20979,PRIVADO,CHINCHA ALTA,CALLE CALLE LIMA N°703 DISTRITO CHINCHA ALTA PROVINCIA CHINCHA DEPARTAMENTO ICA  CHINCHA ICA,-13.4239223,-76.1349345
TAMBOBAMBA,APURIMAC,COTABAMBAS,2625,GOB REGIONAL,TAMBOBAMBA,BARRIO PAMPAA SECTOR CHILCAMAYO SN COTABAMBAS APURIMAC,-13.945727999999999,-72.1756733
CLINICA MARIA SRL,LIMA,LIMA,18307,PRIVADO,LOS OLIVOS,JR AQUIA 4844 URB. NARANJAL LIMA LIMA,-11.979492500000001,-77.0804888
CLINICA DANIEL A. CARRION S.A.C.,ICA,CHINCHA,10559,PRIVADO,CHINCHA ALTA,AVENIDA AV. IDELFONSO N 226 - JR. LIMA N° 566 DISTRITO CHINCHA ALTA PROVINCIA CHINCHA DEPARTAMENTO ICA  CHINCHA ICA,-13.423832,-76.1346453
SAN JOSE,CUSCO,CUSCO,11339,PRIVADO,WANCHAQ,AV. LOS INCAS N 1408 CUSCO CUSCO,-13.5252071,-71.95583509999999
CLINICA PROVIDA,LAMBAYEQUE,CHICLAYO,12457,PRIVADO,CHICLAYO,CALLLE JUAN CUGLIEVAN N° 160 CHICLAYO LAMBAYEQUE,-6.7761796,-79.84085689999998
HOSPITAL II-E LAMAS,SAN MARTIN,LAMAS,6352,GOB REGIONAL,LAMAS,OTROS VICTOR RAUL HAYA DE LA TORRE SN NÚMERO SN DISTRITO LAMAS PROVINCIA LAMAS DEPARTAMENTO SAN MARTIN  LAMAS SAN MARTIN,-6.4215719999999985,-76.5164307
INSTITUTO MEDICO ESPECIALIZADO UROGINEC EIRL (UROGINEC E.I.R.L.),ANCASH,SANTA,10987,PRIVADO,CHIMBOTE,JR. SAENZ PEA  173 SANTA ANCASH,-12.064902499999999,-77.0297173
HOSPITAL NACIONAL HIPOLITO UNANUE,LIMA,LIMA,5946,MINSA,EL AGUSTINO,AVENIDA CÉSAR VALLEJO 1390 - EL AGUSTINO AV. CÉSAR VALLEJO 1390 - EL AGUSTINO EL AGUSTINO LIMA LIMA  LIMA LIMA,-12.0397589,-76.99377109999999
CLINICA REPROMEDIC,LIMA,LIMA,9982,PRIVADO,JESUS MARIA,JR.MAXIMO ABRIL N 585 - 589 LIMA LIMA,-12.0713088,-77.0391192
ERNESTO GERMAN GUZMÁN GONZALES,PASCO,OXAPAMPA,980,GOB REGIONAL,OXAPAMPA,JR. BOTTGER 760 - OXAPAMPA OXAPAMPA PASCO,-10.5756397,-75.40137390000001
CLINICA BELEN S.A.C. (CLINICA JUAN PABLO II),ANCASH,SANTA,16551,PRIVADO,CHIMBOTE,JR. VILLAVICENCIO N° 376 SANTA ANCASH,-9.0745285,-78.59291569999998
HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2,PIURA,PIURA,2084,GOB REGIONAL,VEINTISEIS DE OCTUBRE,AV. GRAU - CHULUCANAS SN SAN MARTIN PIURA PIURA,-5.1839027,-80.664665
DE APOYO CAJABAMBA,CAJAMARCA,CAJABAMBA,4511,GOB REGIONAL,CAJABAMBA,JR. LA TORRE N 277 CAJABAMBA CAJAMARCA,-7.6206489,-78.04550499999998
HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO,HUANUCO,754,GOB REGIONAL,HUANUCO,JIRÓN JR. HERMILIO VALDIZAN N° 950 JR. HERMILIO VALDIZAN N° 950 HUANUCO HUANUCO HUANUCO  HUANUCO HUANUCO,-9.927915,-76.2361437
